GSE15533	Sakai chlorine / control...	0.828
b1885	b1885	9.494	0.677
ecs2598	ecs2598	9.961	0.445
b1888	b1888	9.961	0.445
c2303	c2303	9.961	0.445
z2942	z2942	9.961	0.445
ecs2600	ecs2600	9.668	0.312
z2944	z2944	9.668	0.312
c2305	c2305	9.668	0.312
b1890	b1890	9.668	0.312
ecs2605	ecs2605	9.386	0.483
b1897	b1897	9.386	0.483
c2311	c2311	9.386	0.483
z2950	z2950	9.386	0.483
ecs2610	ecs2610	9.810	0.343
b1902	b1902	9.810	0.343
c2315	c2315	9.810	0.343
z2956	z2956	9.810	0.343
ecs2613	ecs2613	11.438	-0.300
b1905	b1905	11.438	-0.300
z2960	z2960	11.438	-0.300
c2321	c2321	11.438	-0.300
ecs2614	ecs2614	8.966	-0.702
z2962	z2962	8.966	-0.702
c2322	c2322	8.966	-0.702
b1906	b1906	8.966	-0.702
ecs2617	ecs2617	9.371	0.034
z2966	z2966	9.371	0.034
ecs2622	ecs2622	9.677	-0.051
z2970	z2970	9.677	-0.051
ecs2623	ecs2623	9.271	0.086
z2971	z2971	9.271	0.086
ecs2625	ecs2625	9.970	-0.100
z2973	z2973	9.970	-0.100
ecs2627	ecs2627	9.095	0.134
ecs2628	ecs2628	8.358	-0.046
ecs2630	ecs2630	9.053	-0.180
ecs2631	ecs2631	7.960	0.049
z2976	z2976	7.960	0.049
ecs2632	ecs2632	9.163	0.112
z2977	z2977	9.163	0.112
ecs2633	ecs2633	9.836	0.197
ecs2636	ecs2636	10.384	-0.473
z2981	z2981	10.384	-0.473
ecs2637	ecs2637		
ecs2642	ecs2642	9.741	0.185
z2988	z2988	9.741	0.185
ecs2643	ecs2643	9.679	0.178
z2989	z2989	9.679	0.178
ecs2655	ecs2655	9.200	0.421
b1917	b1917	9.200	0.421
c2331	c2331	9.200	0.421
z3005	z3005	9.200	0.421
ecs2660	ecs2660	9.044	-0.567
c2336	c2336	9.044	-0.567
z3011	z3011	9.044	-0.567
b1921	b1921	9.044	-0.567
ecs2662	ecs2662	11.028	-0.091
z3013	z3013	11.028	-0.091
ecs2663	ecs2663	9.713	0.164
z3014	z3014	9.713	0.164
ecs2667	ecs2667	10.189	0.191
z3018	z3018	10.189	0.191
c2343	c2343	10.189	0.191
b1928	b1928	10.189	0.191
ecs2668	ecs2668	9.577	-0.889
z3019	z3019	9.577	-0.889
c2344	c2344	9.577	-0.889
b1929	b1929	9.577	-0.889
ecs2685	ecs2685	9.411	-0.526
z3036	z3036	9.411	-0.526
c2363	c2363	9.411	-0.526
b1946	b1946	9.411	-0.526
ecs2689	ecs2689	9.225	0.177
c2367	c2367	9.225	0.177
b1950	b1950	9.225	0.177
z3040	z3040	9.225	0.177
ecs2697	ecs2697	9.996	0.138
b1959	b1959	9.996	0.138
z3050	z3050	9.996	0.138
c2378	c2378	9.996	0.138
ecs2702	ecs2702		
ecs2703	ecs2703		
ecs2704	ecs2704	8.749	0.121
ecs2707	ecs2707	9.966	1.068
z3061	z3061	9.966	1.068
c2387	c2387	9.966	1.068
b1969	b1969	9.966	1.068
ecs2710	ecs2710	10.360	2.207
z3064	z3064	10.360	2.207
c2390	c2390	10.360	2.207
b1972	b1972	10.360	2.207
ecs2713	ecs2713	7.708	0.477
ecs2715	ecs2715		
ecs2716	ecs2716		
ecs2717	ecs2717		
ecs2718	ecs2718		
ecs2721	ecs2721		
ecs2722	ecs2722		
ecs2723	ecs2723		
ecs2724	ecs2724		
ecs2727	ecs2727		
ecs2728	ecs2728		
ecs2729	ecs2729		
ecs2730	ecs2730		
ecs2731	ecs2731		
ecs2732	ecs2732		
ecs2733	ecs2733		
ecs2734	ecs2734		
ecs2735	ecs2735		
ecs2736	ecs2736		
ecs2737	ecs2737		
ecs2741	ecs2741	8.952	0.334
z2371	z2371	8.952	0.334
ecs2742	ecs2742		
ecs2743	ecs2743		
ecs2744	ecs2744		
ecs2745	ecs2745		
ecs2746	ecs2746		
ecs2748	ecs2748		
ecs2749	ecs2749		
ecs2750	ecs2750		
ecs2751	ecs2751		
ecs2752	ecs2752		
ecs2753	ecs2753	8.894	-0.223
ecs2754	ecs2754		
ecs2755	ecs2755		
ecs2757	ecs2757	9.178	0.267
z3120	z3120	9.178	0.267
ecs2758	ecs2758	9.446	0.085
ecs2760	ecs2760	8.856	0.262
ecs2761	ecs2761	9.310	0.152
z3122	z3122	9.310	0.152
ecs2763	ecs2763		
ecs2764	ecs2764		
ecs2765	ecs2765	9.709	0.224
ecs2769	ecs2769		
ecs2770	ecs2770		
ecs2771	ecs2771	10.471	0.153
ecs2772	ecs2772	8.614	0.191
ecs2774	ecs2774	9.806	0.443
b1976	b1976	9.806	0.443
c2417	c2417	9.806	0.443
z3132	z3132	9.806	0.443
ecs2775	ecs2775		
ecs2776	ecs2776	8.920	0.107
ecs2777	ecs2777		
ecs2783	ecs2783	10.647	2.131
b1987	b1987	10.647	2.131
z3146	z3146	10.647	2.131
c2447	c2447	10.647	2.131
ecs2787	ecs2787	9.568	0.355
b1992	b1992	9.568	0.355
z3152	z3152	9.568	0.355
c2478	c2478	9.568	0.355
ecs2789	ecs2789		
ecs2790	ecs2790		
ecs2791	ecs2791		
ecs2792	ecs2792		
ecs2794	ecs2794		
ecs2795	ecs2795		
ecs2796	ecs2796	10.890	-0.015
ecs2797	ecs2797		
ecs2798	ecs2798		
ecs2799	ecs2799	8.944	0.116
ecs2800	ecs2800	9.493	0.098
ecs2801	ecs2801	7.835	0.290
c1278	c1278	7.835	0.290
ecs2802	ecs2802	9.224	0.038
ecs2803	ecs2803		
ecs2804	ecs2804		
ecs2806	ecs2806		
ecs2807	ecs2807	8.531	0.053
b2006	b2006	8.531	0.053
ecs2822	ecs2822	10.083	0.636
b2021	b2021	10.083	0.636
c2548	c2548	10.083	0.636
z3183	z3183	10.083	0.636
ecs2828	ecs2828	10.479	-0.812
z3189	z3189	10.479	-0.812
ecs2830	ecs2830	9.915	-1.511
z3191	z3191	9.915	-1.511
ecs2833	ecs2833	10.090	-1.296
ecs2836	ecs2836	10.913	-1.605
z3195	z3195	10.913	-1.605
ecs2839	ecs2839	11.174	-1.455
z3198	z3198	11.174	-1.455
ecs2841	ecs2841	11.234	-1.370
z3200	z3200	11.234	-1.370
ecs2842	ecs2842	10.195	-0.763
z3201	z3201	10.195	-0.763
ecs2848	ecs2848	8.603	0.184
z3207	z3207	8.603	0.184
ecs2850	ecs2850	9.219	0.186
z3209	z3209	9.219	0.186
ecs2853	ecs2853		
ecs2854	ecs2854	9.248	0.150
b2049	b2049	9.248	0.150
z3213	z3213	9.248	0.150
c2575	c2575	9.248	0.150
ecs2857	ecs2857	8.615	-0.007
c2578	c2578	8.615	-0.007
b2052	b2052	8.615	-0.007
z3216	z3216	8.615	-0.007
ecs2860	ecs2860	7.891	0.034
b2055	b2055	7.891	0.034
c2581	c2581	7.891	0.034
z3219	z3219	7.891	0.034
ecs2864	ecs2864	8.862	0.043
z3223	z3223	8.862	0.043
c2585	c2585	8.862	0.043
b2059	b2059	8.862	0.043
ecs2865	ecs2865	9.041	0.345
z3224	z3224	9.041	0.345
ecs2866	ecs2866		
ecs2870	ecs2870	8.990	0.071
z3231	z3231	8.990	0.071
ecs2877	ecs2877	9.544	0.381
z3237	z3237	9.544	0.381
ecs2880	ecs2880	9.140	0.294
z3240	z3240	9.140	0.294
ecs2883	ecs2883	8.594	0.235
z3244	z3244	8.594	0.235
ecs2886	ecs2886	8.492	0.331
z3247	z3247	8.492	0.331
b2078	b2078	8.492	0.331
ecs2887	ecs2887	9.833	0.740
b2079	b2079	9.833	0.740
c2605	c2605	9.833	0.740
z3248	z3248	9.833	0.740
ecs2889	ecs2889	9.688	0.453
c2611	c2611	9.688	0.453
b2081	b2081	9.688	0.453
z3250	z3250	9.688	0.453
ecs2890	ecs2890	8.365	0.003
ecs2892	ecs2892	9.137	0.331
z3252	z3252	9.137	0.331
b2086	b2086	9.137	0.331
c2614	c2614	9.137	0.331
ecs2893	ecs2893		
ecs2895	ecs2895	9.267	0.185
z3255	z3255	9.267	0.185
ecs2897	ecs2897	9.390	0.165
z3257	z3257	9.390	0.165
c2619	c2619	9.390	0.165
b2094	b2094	9.390	0.165
ecs2908	ecs2908	9.976	-0.010
z3269	z3269	9.976	-0.010
ecs2910	ecs2910	9.858	-0.460
z3272	z3272	9.858	-0.460
ecs2913	ecs2913	9.840	0.120
b2107	b2107	9.840	0.120
z3275	z3275	9.840	0.120
c2634	c2634	9.840	0.120
ecs2915	ecs2915	9.888	0.064
z3277	z3277	9.888	0.064
ecs2917	ecs2917	9.593	0.155
z3279	z3279	9.593	0.155
ecs2918	ecs2918	8.805	0.271
z3280	z3280	8.805	0.271
ecs2920	ecs2920	10.824	-0.295
z3282	z3282	10.824	-0.295
b2114	b2114	10.824	-0.295
ecs2921	ecs2921	8.989	0.199
z3283	z3283	8.989	0.199
ecs2923	ecs2923	9.097	0.096
z3285	z3285	9.097	0.096
ecs2932	ecs2932		
ecs2933	ecs2933		
ecs2935	ecs2935	9.652	-0.225
z3301	z3301	9.652	-0.225
b2124	b2124	9.652	-0.225
c2654	c2654	9.652	-0.225
ecs2939	ecs2939		
ecs2941	ecs2941		
ecs2945	ecs2945		
ecs2946	ecs2946		
ecs2947	ecs2947		
ecs2948	ecs2948		
ecs2949	ecs2949		
ecs2950	ecs2950	8.376	0.259
z3085	z3085	8.376	0.259
ecs2952	ecs2952		
ecs2953	ecs2953	8.839	0.015
z3088	z3088	8.839	0.015
ecs2954	ecs2954	9.470	0.026
z3089	z3089	9.470	0.026
ecs2956	ecs2956	8.524	0.210
z3091	z3091	8.524	0.210
ecs2957	ecs2957		
ecs2958	ecs2958		
ecs2959	ecs2959		
ecs2960	ecs2960		
ecs2961	ecs2961		
ecs2962	ecs2962	9.398	0.113
ecs2963	ecs2963	9.279	0.162
ecs2964	ecs2964		
ecs2966	ecs2966		
ecs2967	ecs2967		
ecs2968	ecs2968		
ecs2969	ecs2969		
ecs2970	ecs2970	9.960	-0.007
z3341	z3341	9.960	-0.007
ecs2971	ecs2971		
ecs2972	ecs2972		
ecs2976	ecs2976		
ecs2977	ecs2977		
ecs2978	ecs2978	9.334	0.238
ecs2979	ecs2979	9.814	0.212
z3348	z3348	9.814	0.212
ecs2980	ecs2980		
ecs2981	ecs2981		
ecs2982	ecs2982		
ecs2984	ecs2984		
ecs2986	ecs2986		
ecs2987	ecs2987		
ecs2989	ecs2989	9.821	0.262
ecs2991	ecs2991	10.182	-0.090
ecs2993	ecs2993	9.335	0.136
z3361	z3361	9.335	0.136
ecs2995	ecs2995	9.838	-0.009
ecs2996	ecs2996		
ecs2997	ecs2997		
ecs2998	ecs2998		
ecs3001	ecs3001		
ecs3002	ecs3002		
ecs3003	ecs3003	9.423	-0.044
ecs3004	ecs3004		
ecs3005	ecs3005		
ecs3006	ecs3006	7.870	0.066
ecs3007	ecs3007		
ecs3009	ecs3009	9.962	0.363
z3371	z3371	9.962	0.363
ecs3011	ecs3011	10.040	0.376
z3373	z3373	10.040	0.376
ecs3012	ecs3012	10.317	0.129
ecs3013	ecs3013	9.361	0.324
z3375	z3375	9.361	0.324
ecs3014	ecs3014		
ecs3017	ecs3017	9.451	0.341
z3379	z3379	9.451	0.341
ecs3018	ecs3018	9.188	0.401
z3380	z3380	9.188	0.401
ecs3019	ecs3019	8.976	-0.277
z3381	z3381	8.976	-0.277
ecs3020	ecs3020	9.995	0.483
z3382	z3382	9.995	0.483
ecs3023	ecs3023	9.093	0.258
b2136	b2136	9.093	0.258
c2668	c2668	9.093	0.258
z3385	z3385	9.093	0.258
ecs3027	ecs3027	8.966	0.533
z3390	z3390	8.966	0.533
ecs3029	ecs3029	8.537	0.145
z3392	z3392	8.537	0.145
ecs3032	ecs3032	9.383	0.222
z3395	z3395	9.383	0.222
ecs3034	ecs3034	9.218	0.235
c2674	c2674	9.218	0.235
b2142	b2142	9.218	0.235
z3397	z3397	9.218	0.235
ecs3035	ecs3035	9.572	0.007
b2143	b2143	9.572	0.007
z3398	z3398	9.572	0.007
c2675	c2675	9.572	0.007
ecs3040	ecs3040	9.001	0.205
z3403	z3403	9.001	0.205
b2148	b2148	9.001	0.205
ecs3043	ecs3043	9.615	0.187
c2685	c2685	9.615	0.187
b2151	b2151	9.615	0.187
z3407	z3407	9.615	0.187
ecs3053	ecs3053	9.220	0.089
z3418	z3418	9.220	0.089
ecs3054	ecs3054	8.657	0.287
b2162	b2162	8.657	0.287
z3419	z3419	8.657	0.287
ecs3056	ecs3056	7.777	0.112
z3421	z3421	7.777	0.112
ecs3061	ecs3061	10.414	-1.413
c2704	c2704	10.414	-1.413
b2169	b2169	10.414	-1.413
z3427	z3427	10.414	-1.413
ecs3063	ecs3063	10.133	-1.182
b2171	b2171	10.133	-1.182
z3430	z3430	10.133	-1.182
c2708	c2708	10.133	-1.182
ecs3065	ecs3065	9.779	1.535
c2710	c2710	9.779	1.535
b2173	b2173	9.779	1.535
z3432	z3432	9.779	1.535
ecs3066	ecs3066	10.267	-0.264
c2711	c2711	10.267	-0.264
z3433	z3433	10.267	-0.264
b2174	b2174	10.267	-0.264
ecs3070	ecs3070	9.182	0.332
c2715	c2715	9.182	0.332
b2178	b2178	9.182	0.332
z3437	z3437	9.182	0.332
ecs3072	ecs3072	9.055	0.152
z3439	z3439	9.055	0.152
b2180	b2180	9.055	0.152
c2717	c2717	9.055	0.152
ecs3078	ecs3078	9.666	-0.389
z3445	z3445	9.666	-0.389
ecs3079	ecs3079	10.134	-0.558
c2725	c2725	10.134	-0.558
b2187	b2187	10.134	-0.558
z3446	z3446	10.134	-0.558
ecs3080	ecs3080	9.649	-0.244
z3447	z3447	9.649	-0.244
c2726	c2726	9.649	-0.244
b2188	b2188	9.649	-0.244
ecs3083	ecs3083	9.348	-0.140
z3451	z3451	9.348	-0.140
ecs3092	ecs3092	9.369	0.073
c2741	c2741	9.369	0.073
z3460	z3460	9.369	0.073
b2203	b2203	9.369	0.073
ecs3098	ecs3098	10.775	0.668
b2209	b2209	10.775	0.668
c2750	c2750	10.775	0.668
z3467	z3467	10.775	0.668
ecs3102	ecs3102	8.188	0.022
b2213	b2213	8.188	0.022
z3471	z3471	8.188	0.022
ecs3104	ecs3104	11.463	-1.508
z3473	z3473	11.463	-1.508
ecs3106	ecs3106	10.827	-0.171
c2760	c2760	10.827	-0.171
z3476	z3476	10.827	-0.171
b2217	b2217	10.827	-0.171
ecs3109	ecs3109		
ecs3110	ecs3110		
ecs3111	ecs3111	1.124	-3.199
z3481	z3481	1.124	-3.199
c2770	c2770	1.124	-3.199
ecs3113	ecs3113	8.558	0.343
b2230	b2230	8.558	0.343
ecs3116	ecs3116	8.974	0.148
z3487	z3487	8.974	0.148
ecs3120	ecs3120	9.737	1.415
b2237	b2237	9.737	1.415
z3493	z3493	9.737	1.415
c2779	c2779	9.737	1.415
ecs3121	ecs3121	8.854	0.177
z3494	z3494	8.854	0.177
ecs3127	ecs3127	8.476	-0.004
b2242	b2242	8.476	-0.004
z3500	z3500	8.476	-0.004
ecs3131	ecs3131	8.606	0.005
ecs3132	ecs3132		
ecs3133	ecs3133		
ecs3134	ecs3134	9.071	0.314
ecs3137	ecs3137	9.266	0.360
b2249	b2249	9.266	0.360
z3507	z3507	9.266	0.360
ecs3139	ecs3139	9.051	0.216
b2251	b2251	9.051	0.216
c2793	c2793	9.051	0.216
z3509	z3509	9.051	0.216
ecs3141	ecs3141	10.163	1.580
c2795	c2795	10.163	1.580
z3511	z3511	10.163	1.580
b2253	b2253	10.163	1.580
ecs3143	ecs3143	9.914	0.755
z3513	z3513	9.914	0.755
ecs3145	ecs3145	9.171	0.221
c2799	c2799	9.171	0.221
b2257	b2257	9.171	0.221
z3515	z3515	9.171	0.221
ecs3149	ecs3149	10.116	-0.761
z3521	z3521	10.116	-0.761
b2261	b2261	10.116	-0.761
ecs3152	ecs3152	9.828	-0.738
z3524	z3524	9.828	-0.738
ecs3157	ecs3157	9.446	0.017
z3529	z3529	9.446	0.017
ecs3158	ecs3158	8.957	0.246
c5697	c5697	8.957	0.246
ecs3163	ecs3163	10.287	-1.315
b2279	b2279	10.287	-1.315
z3538	z3538	10.287	-1.315
c2820	c2820	10.287	-1.315
ecs3167	ecs3167	10.395	-1.780
z3542	z3542	10.395	-1.780
ecs3171	ecs3171	10.924	-0.661
b2287	b2287	10.924	-0.661
c2828	c2828	10.924	-0.661
z3546	z3546	10.924	-0.661
ecs3173	ecs3173	9.237	0.158
b2289	b2289	9.237	0.158
z3549	z3549	9.237	0.158
c2830	c2830	9.237	0.158
ecs3175	ecs3175	9.596	0.212
z3552	z3552	9.596	0.212
b2291	b2291	9.596	0.212
c2832	c2832	9.596	0.212
ecs3179	ecs3179	10.029	0.712
z3556	z3556	10.029	0.712
b2295	b2295	10.029	0.712
c2836	c2836	10.029	0.712
ecs3180	ecs3180	11.625	-1.360
z3558	z3558	11.625	-1.360
c2838	c2838	11.625	-1.360
b2296	b2296	11.625	-1.360
ecs3181	ecs3181	11.369	-1.802
b2297	b2297	11.369	-1.802
z3559	z3559	11.369	-1.802
ecs3185	ecs3185	9.079	0.241
z3563	z3563	9.079	0.241
b2301	b2301	9.079	0.241
c2844	c2844	9.079	0.241
ecs3188	ecs3188	9.358	0.410
c2847	c2847	9.358	0.410
b2304	b2304	9.358	0.410
z3566	z3566	9.358	0.410
ecs3190	ecs3190	9.036	0.450
z3568	z3568	9.036	0.450
ecs3192	ecs3192	9.211	0.076
b2308	b2308	9.211	0.076
z3570	z3570	9.211	0.076
c2850	c2850	9.211	0.076
ecs3195	ecs3195	9.201	0.109
z3573	z3573	9.201	0.109
b2311	b2311	9.201	0.109
c2855	c2855	9.201	0.109
ecs3196	ecs3196	9.772	-0.849
b2312	b2312	9.772	-0.849
c2856	c2856	9.772	-0.849
z3574	z3574	9.772	-0.849
ecs3198	ecs3198	9.716	-0.666
b2314	b2314	9.716	-0.666
c2859	c2859	9.716	-0.666
z3576	z3576	9.716	-0.666
ecs3205	ecs3205	9.624	0.101
z3583	z3583	9.624	0.101
c2866	c2866	9.624	0.101
b2321	b2321	9.624	0.101
ecs3207	ecs3207	11.486	0.513
z3586	z3586	11.486	0.513
b2323	b2323	11.486	0.513
c2869	c2869	11.486	0.513
ecs3208	ecs3208	9.488	-0.010
z3587	z3587	9.488	-0.010
ecs3211	ecs3211	8.743	-0.717
b2327	b2327	8.743	-0.717
z3590	z3590	8.743	-0.717
ecs3212	ecs3212	9.222	-0.187
c2874	c2874	9.222	-0.187
b2328	b2328	9.222	-0.187
z3591	z3591	9.222	-0.187
ecs3214	ecs3214	9.679	0.337
z3594	z3594	9.679	0.337
ecs3215	ecs3215	8.888	-0.204
ecs3216	ecs3216	9.627	0.148
z3595	z3595	9.627	0.148
ecs3222	ecs3222	9.206	0.222
z3601	z3601	9.206	0.222
ecs3223	ecs3223	9.689	0.285
b2340	b2340	9.689	0.285
z3603	z3603	9.689	0.285
c2885	c2885	9.689	0.285
ecs3225	ecs3225	9.331	0.107
c2887	c2887	9.331	0.107
b2342	b2342	9.331	0.107
z3605	z3605	9.331	0.107
ecs3232	ecs3232	8.985	0.230
z3614	z3614	8.985	0.230
ecs3233	ecs3233	9.305	0.348
z3615	z3615	9.305	0.348
ecs3234	ecs3234	9.130	0.233
z3616	z3616	9.130	0.233
ecs3235	ecs3235	7.794	0.127
ecs3238	ecs3238	9.917	-0.090
z3620	z3620	9.917	-0.090
ecs3239	ecs3239	9.990	0.305
z3621	z3621	9.990	0.305
ecs3241	ecs3241	9.313	0.116
z3623	z3623	9.313	0.116
ecs3243	ecs3243	9.555	0.213
z3625	z3625	9.555	0.213
ecs3244	ecs3244	9.407	-0.049
z3626	z3626	9.407	-0.049
ecs3247	ecs3247	9.092	0.075
b2368	b2368	9.092	0.075
c2904	c2904	9.092	0.075
z3630	z3630	9.092	0.075
ecs3250	ecs3250		
ecs3251	ecs3251		
ecs3256	ecs3256	9.734	0.154
z3641	z3641	9.734	0.154
ecs3257	ecs3257	9.193	0.328
b2377	b2377	9.193	0.328
z3642	z3642	9.193	0.328
c2914	c2914	9.193	0.328
ecs3258	ecs3258	9.472	0.031
z3643	z3643	9.472	0.031
c2915	c2915	9.472	0.031
b2378	b2378	9.472	0.031
ecs3262	ecs3262	9.366	0.124
b2382	b2382	9.366	0.124
z3647	z3647	9.366	0.124
c2921	c2921	9.366	0.124
ecs3265	ecs3265	8.057	0.612
z3651	z3651	8.057	0.612
ecs3270	ecs3270		
ecs3272	ecs3272	10.815	-1.873
z3659	z3659	10.815	-1.873
ecs3274	ecs3274	9.693	-0.227
c2934	c2934	9.693	-0.227
z3662	z3662	9.693	-0.227
b2398	b2398	9.693	-0.227
ecs3276	ecs3276		
ecs3277	ecs3277		
ecs3280	ecs3280		
ecs3281	ecs3281		
ecs3283	ecs3283	9.631	-0.052
z3677	z3677	9.631	-0.052
b2411	b2411	9.631	-0.052
ecs3294	ecs3294	10.348	1.826
z3688	z3688	10.348	1.826
c2957	c2957	10.348	1.826
b2423	b2423	10.348	1.826
ecs3295	ecs3295	9.455	2.254
z3689	z3689	9.455	2.254
ecs3298	ecs3298	9.364	0.435
z3692	z3692	9.364	0.435
ecs3299	ecs3299	9.105	0.391
z3693	z3693	9.105	0.391
ecs3306	ecs3306	9.653	-0.068
b2435	b2435	9.653	-0.068
z3700	z3700	9.653	-0.068
ecs3308	ecs3308	7.415	0.393
z3702	z3702	7.415	0.393
ecs3310	ecs3310	8.148	0.414
z3704	z3704	8.148	0.414
c2973	c2973	8.148	0.414
ecs3319	ecs3319	8.630	-0.086
c2982	c2982	8.630	-0.086
b2457	b2457	8.630	-0.086
z3713	z3713	8.630	-0.086
ecs3320	ecs3320	8.400	0.326
c2983	c2983	8.400	0.326
z3714	z3714	8.400	0.326
b2458	b2458	8.400	0.326
ecs3322	ecs3322	8.845	0.064
z3716	z3716	8.845	0.064
b2460	b2460	8.845	0.064
ecs3323	ecs3323	7.993	-0.084
b2461	b2461	7.993	-0.084
z3717	z3717	7.993	-0.084
c2986	c2986	7.993	-0.084
ecs3328	ecs3328	10.088	0.618
z3722	z3722	10.088	0.618
c2991	c2991	10.088	0.618
b2466	b2466	10.088	0.618
ecs3331	ecs3331	9.241	-0.109
b2469	b2469	9.241	-0.109
z3726	z3726	9.241	-0.109
c2996	c2996	9.241	-0.109
ecs3332	ecs3332	9.168	0.025
b2470	b2470	9.168	0.025
c2997	c2997	9.168	0.025
z3727	z3727	9.168	0.025
ecs3338	ecs3338	10.440	-0.986
z3735	z3735	10.440	-0.986
b2476	b2476	10.440	-0.986
c3004	c3004	10.440	-0.986
ecs3343	ecs3343	9.288	-0.068
z3741	z3741	9.288	-0.068
b2481	b2481	9.288	-0.068
ecs3346	ecs3346	9.034	0.143
z3744	z3744	9.034	0.143
b2484	b2484	9.034	0.143
ecs3348	ecs3348	8.964	0.194
z3746	z3746	8.964	0.194
b2486	b2486	8.964	0.194
ecs3350	ecs3350	8.511	0.228
z3748	z3748	8.511	0.228
b2488	b2488	8.511	0.228
ecs3353	ecs3353	9.572	0.316
z3751	z3751	9.572	0.316
b2491	b2491	9.572	0.316
ecs3354	ecs3354	9.193	-0.028
z3753	z3753	9.193	-0.028
b2492	b2492	9.193	-0.028
ecs3356	ecs3356	9.356	0.291
z3757	z3757	9.356	0.291
b2494	b2494	9.356	0.291
ecs3359	ecs3359	9.300	-1.208
c3014	c3014	9.300	-1.208
b2497	b2497	9.300	-1.208
z3760	z3760	9.300	-1.208
ecs3365	ecs3365	8.564	0.066
c3021	c3021	8.564	0.066
z3766	z3766	8.564	0.066
b2503	b2503	8.564	0.066
ecs3367	ecs3367	8.453	0.312
z3769	z3769	8.453	0.312
c3024	c3024	8.453	0.312
b2505	b2505	8.453	0.312
ecs3371	ecs3371	9.801	0.104
b2509	b2509	9.801	0.104
z3773	z3773	9.801	0.104
ecs3374	ecs3374	10.586	-0.591
b2512	b2512	10.586	-0.591
z3775	z3775	10.586	-0.591
c3034	c3034	10.586	-0.591
ecs3375	ecs3375	10.817	-0.539
z3776	z3776	10.817	-0.539
c3035	c3035	10.817	-0.539
b2513	b2513	10.817	-0.539
ecs3376	ecs3376	11.138	-0.358
c3036	c3036	11.138	-0.358
b2514	b2514	11.138	-0.358
z3777	z3777	11.138	-0.358
ecs3378	ecs3378	9.806	-0.268
b2516	b2516	9.806	-0.268
z3779	z3779	9.806	-0.268
ecs3380	ecs3380	8.288	-0.177
z3781	z3781	8.288	-0.177
c3041	c3041	8.288	-0.177
b2518	b2518	8.288	-0.177
ecs3381	ecs3381	9.766	0.136
ecs3382	ecs3382	8.515	0.096
z3783	z3783	8.515	0.096
ecs3383	ecs3383	9.171	0.262
ecs3389	ecs3389	10.557	1.513
z3790	z3790	10.557	1.513
c3048	c3048	10.557	1.513
b2523	b2523	10.557	1.513
ecs3393	ecs3393	10.709	1.043
c3052	c3052	10.709	1.043
z3794	z3794	10.709	1.043
b2527	b2527	10.709	1.043
ecs3398	ecs3398	10.108	-0.161
c3058	c3058	10.108	-0.161
z3799	z3799	10.108	-0.161
b2532	b2532	10.108	-0.161
ecs3405	ecs3405	9.107	0.158
b2539	b2539	9.107	0.158
z3810	z3810	9.107	0.158
ecs3409	ecs3409	8.764	0.301
c3065	c3065	8.764	0.301
b2543	b2543	8.764	0.301
z3815	z3815	8.764	0.301
ecs3411	ecs3411	3.860	0.432
c3067	c3067	3.860	0.432
b2545	b2545	3.860	0.432
ecs3415	ecs3415	8.468	0.363
z3825	z3825	8.468	0.363
ecs3417	ecs3417	10.040	-0.006
z3827	z3827	10.040	-0.006
ecs3418	ecs3418	9.233	0.841
b2552	b2552	9.233	0.841
z3828	z3828	9.233	0.841
c3075	c3075	9.233	0.841
ecs3419	ecs3419	9.973	0.017
z3829	z3829	9.973	0.017
c3076	c3076	9.973	0.017
b2553	b2553	9.973	0.017
ecs3426	ecs3426	8.869	0.604
z3840	z3840	8.869	0.604
ecs3427	ecs3427	9.229	0.230
z3841	z3841	9.229	0.230
b2561	b2561	9.229	0.230
c3085	c3085	9.229	0.230
ecs3428	ecs3428	9.774	-0.263
c3086	c3086	9.774	-0.263
z3842	z3842	9.774	-0.263
b2562	b2562	9.774	-0.263
ecs3431	ecs3431	9.425	-0.472
c3089	c3089	9.425	-0.472
z3846	z3846	9.425	-0.472
b2565	b2565	9.425	-0.472
ecs3434	ecs3434	10.614	-0.282
b2568	b2568	10.614	-0.282
z3850	z3850	10.614	-0.282
c3092	c3092	10.614	-0.282
ecs3436	ecs3436	9.910	0.171
b2570	b2570	9.910	0.171
z3852	z3852	9.910	0.171
c3094	c3094	9.910	0.171
ecs3437	ecs3437	9.405	0.170
b2571	b2571	9.405	0.170
z3853	z3853	9.405	0.170
c3095	c3095	9.405	0.170
ecs3438	ecs3438	10.834	0.137
c3096	c3096	10.834	0.137
z3854	z3854	10.834	0.137
b2572	b2572	10.834	0.137
ecs3442	ecs3442	10.977	-0.359
z3859	z3859	10.977	-0.359
ecs3448	ecs3448	9.506	0.144
z3867	z3867	9.506	0.144
c3107	c3107	9.506	0.144
b2582	b2582	9.506	0.144
ecs3457	ecs3457	9.864	-0.295
c3116	c3116	9.864	-0.295
b2594	b2594	9.864	-0.295
z3888	z3888	9.864	-0.295
ecs3459	ecs3459		
ecs3460	ecs3460	11.166	1.704
b2597	b2597	11.166	1.704
z3890	z3890	11.166	1.704
c3119	c3119	11.166	1.704
ecs3463	ecs3463	9.535	0.266
c3121	c3121	9.535	0.266
z3892	z3892	9.535	0.266
b2600	b2600	9.535	0.266
ecs3465	ecs3465	8.178	0.289
c3123	c3123	8.178	0.289
b2602	b2602	8.178	0.289
z3895	z3895	8.178	0.289
ecs3473	ecs3473	10.433	-0.645
